nama_skpd,nama_urusan,nama_program,nilai_anggaran,nilai_spj
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Penertiban Kelurahan Glodok,39981562,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Glodok,104579600,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan Kelurahan Glodok,39995500,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Bencana Kelurahan Glodok,197956925,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2132195915,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Bimtek dan Pendataan Dasawisma,199999400,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pemberian Makanan Tambahan (PMT),54995600,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kelurahan Glodok,454293608,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),128346000,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kelurahan Glodok,240996627,0
Kelurahan Glodok - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,19991700,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Peningkatan Pelayanan Kapasitas kelurahan Pinangsia Kebersihan Ketertiban Kesehatan,59608000,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Kerja Bakti Kelurahan Pinangsia,79712000,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan Sarana dan Prasarana Kesehatan Masyarakat Kelurahan Pinangsia,86850500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan Sarana dan Prasarana Ketertiban Masyarakat Kelurahan Pinangsia,9625000,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan Sarana dan Prasarana Kebersihan Masyarakat Kelurahan Pinangsia,419951459,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Pinangsia,803456600,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Penyediaan Operasional RT, RW dan LMK Kelurahan Pinangsia",905700000,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kelurahan Pinangsia,114815500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Penertiban Kelurahan Pinangsia,39810600,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Pinangsia,29901200,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan Kelurahan Pinangsia,149943300,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Bencana Kelurahan Pinangsia,154872982,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,2131744139,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Bimtek dan Pendataan Dasawisma,195694500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pemberian Makanan Tambahan (PMT),54796500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan Sarana dan Prasarana Kelurahan Pinangsia,178559260,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kelurahan Pinangsia,474965128,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),85860500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kelurahan Pinangsia,199938500,0
Kelurahan Pinangsia - Jakbar,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Operasional Lapangan,34383500,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Kegiatan Bagian Organisasi dan Tata Laksana,899977070,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Perekonomian,999896804,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengendalian Penerimaan Pajak Bumi dan Bangunan (PBB),428198826,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Partisipasi dan Penyelenggaraan Event Perekonomian,1070180000,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Bidang Pemerintahan,1539320882,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Perencanaan Sarana dan dan Prasarana Gedung Kantor Lurah,962365000,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Dewan Kota Kota Administrasi Jakarta Selatan,367470000,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi dan Fasilitasi Penyelesaian Masalah Hukum,925794719,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Kesejahteraan Sosial,922452270,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Pendidikan dan Mental Spiritual,1175450965,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Tata Ruang dan Lingkungan Hidup,299098338,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Koordinasi Pembangunan Sarana Prasarana Kota,348057016,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Operasional Kantor Walikota Administrasi Jakarta Selatan,16848918024,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Kegiatan Bagian Keuangan,613857680,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelesaian Pembangunan Gedung Kantor Lurah,33102387513,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Operasional Walikota,1961244800,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Pemeliharaan Lift, AC, ME dan Plumbing Gedung Kantor Walikota",8609424171,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Pengadaan sarana dan Pemeliharaan Gedung, Fasilitas, dan Rumah Dinas Walikota Selatan",6715734882,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),11192328680,0
Kota Administrasi Jakarta Selatan,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,996863200,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kecamatan Kebayoran Lama,116051472,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Ketertiban Masyarakat Kecamatan Kebayoran Lama,39862500,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Saluran Kecamatan Kebayoran Lama,1497675338,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Jalan Kecamatan Kebayoran Lama,1758779217,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Pertamanan Kecamatan Kebayoran Lama,299831600,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanganan Kebersihan Lingkungan Kecamatan Kebayoran Lama,57329000,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),603354000,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kecamatan Kebayoran Lama,1093319744,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,43635455,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kecamatan Kebayoran Lama,302948960,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,94898090,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanggulangan Bencana Kecamatan Kebayoran Lama,68493175,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kecamatan Kebayoran Lama,436648600,0
Kecamatan Kebayoran Lama - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kecamatan Kebayoran Lama,29321000,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Penertiban Kelurahan Kebayoran Lama Utara,79996000,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kelurahan Kebayoran Lama Utara,464948932,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Kerja Bakti,103667950,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kelurahan Kebayoran Lama Utara,89969038,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanggulangan Bencana Kelurahan Kebayoran Lama Utara,56230000,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,3084980125,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,49724800,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),245988200,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Kebayoran Lama Utara,194995300,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kebayoran Lama Utara,258419150,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebayoran Lama Utara,448298500,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebayoran Lama Utara,396285016,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Penyediaan Operasional RT, RW dan LMK",1564500000,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kelurahan Kebayoran Lama Utara,448990976,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Bimtek dan Pendataan Dasawisma,199729500,0
Kelurahan Kebayoran Lama Utara - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pemberian Makanan Tambahan (PMT),54924600,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Kebayoran Lama Selatan,266480900,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Kerja Bakti,49987500,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Kebayoran Lama Selatan,405077200,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Kebayoran Lama Selatan,439978088,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Kebayoran Lama Selatan,328269500,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Penyediaan Operasional RT, RW dan LMK",2062200000,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kelurahan Kebayoran Lama Selatan,419798750,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Penertiban Kelurahan Kebayoran Lama Selatan,50000000,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kelurahan Kebayoran Lama Selatan,424983784,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),225999453,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,50712500,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kelurahan Kebayoran Lama Selatan,49992857,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan dan Partisipasi Kegiatan Kemasyarakatan,78400000,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,3323194388,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanggulangan Bencana Kelurahan Kebayoran Lama Selatan,49896000,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Bimtek dan Pendataan Dasawisma,199507000,0
Kelurahan Kebayoran Lama Selatan - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pemberian Makanan Tambahan (PMT),54958400,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan peningkatan Pelayanan Kapasitas Kelurahan Pondok Pinang PHL Kebersihan Ketertiban Kesehatan,66010000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Kerja Bakti,174553960,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kelurahan Kelurahan Pondok Pinang,156466950,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kesehatan Masyarakat Kelurahan Pondok Pinang,571381000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pengadaan sarana dan Prasarana Kebersihan Masyarakat Kelurahan Pondok Pinang,261231360,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pembinaan Masyarakat dan Lembaga Kemasyarakatan Kelurahan Pondok Pinang,560312500,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,"Penyediaan Operasional RT, RW dan LMK",2739000000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Tugas dan Fungsi Kelurahan Pondok Pinang,69388500,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pelaksanaan Penertiban Kelurahan Pondok Pinang,74899230,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaraan Koordinasi Pelaksanaan Tugas dan Fungsi Kelurahan Pondok Pinang,51755000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyelenggaran Operasional Kelurahan Pondok Pinang,272125286,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan Jasa TALI dan IPAL (12 Bulan),240744000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor,48170000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penatausahaan Kelurahan Pondok Pinang,100795200,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Penanggulangan Bencana Kelurahan Pondok Pinang,134433000,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Dukungan Pelaksanaan Penanganan Segera di Kelurahan,3247284232,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Bimtek dan Pendataan Dasawisma,66893400,0
Kelurahan Pondok Pinang - Jaksel,Otonomi Daerah. Pemerintahan Umum. Administrasi Keuangan Daerah. Perangkat Daerah. Kepegawaian. dan Persandian,Pemberian Makanan Tambahan (PMT),54547200,0
